id,chemical_name,cas_id,cas_number,created_at,updated_at,date_removed
6,Titanium dioxide,656,13463-67-7,2009-07-09,2009-07-09,
4,Distillates (coal tar),889,65996-92-1,2009-07-01,2009-07-01,
5,Estragole,293,140-67-0,2009-07-02,2009-07-02,
7,Titanium dioxide,656,13463-67-7,2009-07-09,2009-07-09,
8,Titanium dioxide,656,13463-67-7,2009-07-09,2009-07-09,
9,Titanium dioxide,656,13463-67-7,2009-07-09,2009-07-09,
12178,Titanium dioxide,656,13463-67-7,2009-12-04,2009-12-04,
17903,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17909,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17911,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17917,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17918,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17960,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17961,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17963,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
17964,Titanium dioxide,656,13463-67-7,2010-06-09,2010-06-09,
24,Titanium dioxide,656,13463-67-7,2009-07-20,2009-07-20,
26,Cocamide diethanolamine,162,68603-42-9,2009-07-23,2012-02-07,2010-12-30
27,Titanium dioxide,656,13463-67-7,2009-08-10,2009-08-10,
28,Titanium dioxide,656,13463-67-7,2009-08-10,2009-08-10,
39,Titanium dioxide,656,13463-67-7,2009-08-21,2009-08-21,2009-08-21
41,Titanium dioxide,656,13463-67-7,2009-08-21,2009-08-21,
29,Titanium dioxide,656,13463-67-7,2009-08-16,2009-08-16,
30,Titanium dioxide,656,13463-67-7,2009-08-16,2009-08-16,
31,Titanium dioxide,656,13463-67-7,2009-08-16,2009-08-16,
32,Titanium dioxide,656,13463-67-7,2009-08-16,2009-08-16,
33,Titanium dioxide,656,13463-67-7,2009-08-16,2009-08-16,
34,Titanium dioxide,656,13463-67-7,2009-08-16,2009-08-16,
35,Titanium dioxide,656,13463-67-7,2009-08-16,2009-08-16,
36,Toluene,658,108-88-3,2009-08-16,2009-08-16,
37,Titanium dioxide,656,13463-67-7,2009-08-18,2009-08-18,
40,Titanium dioxide,656,13463-67-7,2009-08-21,2009-08-21,
42,Titanium dioxide,656,13463-67-7,2009-08-21,2009-08-21,
43,Cocamide diethanolamine,162,,2009-08-21,2009-08-21,
581,Titanium dioxide,656,13463-67-7,2009-09-08,2009-09-08,
44,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
45,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
46,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
47,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
50,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
48,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
51,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
49,Titanium dioxide,656,13463-67-7,2009-08-24,2009-08-24,
52,Chromium (hexavalent compounds),730,,2009-08-24,2009-08-24,
53,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
54,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
55,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
56,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
57,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
58,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
59,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
60,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
61,Titanium dioxide,656,13463-67-7,2009-08-25,2009-08-25,
63,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
64,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
65,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
66,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
67,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
68,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
69,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
70,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
71,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
72,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
73,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
74,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
75,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
76,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
77,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
78,Titanium dioxide,656,13463-67-7,2009-08-26,2009-09-14,2009-09-14
822,Titanium dioxide,656,13463-67-7,2009-09-14,2009-09-14,
79,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
80,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
81,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
82,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
83,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
84,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
85,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
86,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
87,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
88,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
89,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
90,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
91,Retinol,958,68-26-8,2009-08-26,2009-08-26,
92,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-26,2009-08-26,
93,Titanium dioxide,656,13463-67-7,2009-08-26,2009-08-26,
94,Retinol,958,68-26-8,2009-08-26,2009-08-26,
95,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
96,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
97,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
98,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
99,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
100,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
101,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
102,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
103,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
104,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
105,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
106,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
107,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
108,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
109,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
110,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
111,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
112,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
113,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
114,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
115,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
116,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
117,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
118,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
119,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
120,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
121,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
122,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
123,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
124,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
125,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
126,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
127,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
128,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
129,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
130,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
131,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
132,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
133,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
134,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
135,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
136,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
137,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
138,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
139,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
140,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
141,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
142,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
143,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
144,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
145,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
146,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
147,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-27,2009-08-27,
148,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
149,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-27,2009-08-27,
150,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
151,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-27,2009-08-27,
152,Titanium dioxide,656,13463-67-7,2009-08-27,2009-08-27,
153,Retinol,958,68-26-8,2009-08-27,2009-08-27,
154,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-27,2009-08-27,
163,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-28,2009-08-28,
164,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-28,2009-08-28,
165,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-28,2009-08-28,
166,Vitamin A,957,11103-57-4,2009-08-28,2009-08-28,
2080,Retinol,958,68-26-8,2009-09-29,2012-07-03,
28022,Vitamin A palmitate,893,79-81-2,2012-07-03,2012-07-03,
52508,Butylated hydroxyanisole,92,25013-16-5,2018-01-24,2018-01-24,
167,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-28,2009-08-28,
168,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-28,2009-08-28,
169,Titanium dioxide,656,13463-67-7,2009-08-28,2009-08-28,
170,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-28,2009-08-28,
171,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
172,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
173,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
174,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
175,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
176,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
177,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
178,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
179,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
180,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
181,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
182,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
183,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
184,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
185,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
186,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
187,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
188,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
189,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
190,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
191,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
192,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
194,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,79-81-2,2009-08-31,2009-08-31,
193,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
195,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
196,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
197,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
198,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
199,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
200,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
201,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
202,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
203,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
204,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
205,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
206,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
207,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
208,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
209,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
210,Titanium dioxide,656,13463-67-7,2009-08-31,2009-08-31,
211,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
212,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
213,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
214,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
215,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
216,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
217,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
218,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
219,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
220,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
221,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
222,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
223,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
224,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
225,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
226,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
227,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
228,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
229,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
230,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
231,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
232,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
235,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
236,Coffea arabica extract,890,84650-00-0,2009-09-01,2009-09-01,
233,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
234,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
237,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
238,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
239,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
240,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
241,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
242,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
243,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
244,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
245,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
246,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
247,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
249,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
248,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
250,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
251,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
252,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
253,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
254,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
255,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
257,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
256,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
258,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
261,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
259,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
260,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
263,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
262,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
264,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
266,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
265,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
267,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
268,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
269,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
270,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
272,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
271,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
273,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
274,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
275,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
276,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
277,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
278,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
279,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
280,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
281,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-25,2009-09-25
1875,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,,2009-09-25,2009-09-29,2009-09-29
1876,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,,2009-09-25,2009-09-29,2009-09-29
5996,Titanium dioxide,656,13463-67-7,2009-10-12,2009-10-12,
289,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
290,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
291,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
292,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
293,Titanium dioxide,656,13463-67-7,2009-09-01,2009-09-01,
294,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
295,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
296,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
297,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
298,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
299,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
300,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
301,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
302,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
303,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
304,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
305,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
306,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
307,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
308,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
309,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
310,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
311,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
312,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
313,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
314,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
315,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
316,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
317,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
318,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
319,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
320,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
321,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
322,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
323,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
324,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
325,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
326,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
327,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
328,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
329,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
330,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
331,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
332,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
333,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
334,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
335,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
336,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
337,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
338,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
339,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
340,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
341,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
342,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
343,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
344,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
345,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
346,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
347,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
348,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
349,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
350,Cocamide diethanolamine,162,68603-42-9,2009-09-02,2013-09-16,2009-11-23
351,Cocamide diethanolamine,162,68603-42-9,2009-09-02,2009-09-03,2009-09-02
412,Cocamide diethanolamine,162,68603-42-9,2009-09-03,2013-12-05,2009-09-02
453,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,,2009-09-03,2013-12-05,2103-12-05
352,Lauramide diethanolamine,964,120-40-1,2009-09-02,2013-09-16,2009-11-23
353,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
354,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
358,Cocamide diethanolamine,162,68603-42-9,2009-09-02,2013-09-16,2009-11-23
355,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
356,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
357,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
359,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
360,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
361,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
362,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
363,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
364,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
365,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
370,Coffee,732,,2009-09-02,2013-09-19,2010-01-01
377,Titanium dioxide,656,13463-67-7,2009-09-02,2013-09-19,2010-01-01
378,"Silica, crystalline (airborne particles of respirable size)",776,,2009-09-02,2013-09-19,2010-01-01
443,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,,2009-09-03,2013-09-19,2010-01-01
2324,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,,2009-09-30,2013-09-19,2010-01-01
366,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
367,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
368,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
369,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
371,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
372,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
373,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
374,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
375,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
376,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-14,2009-09-14
823,Titanium dioxide,656,13463-67-7,2009-09-14,2009-09-14,
379,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
380,Titanium dioxide,656,13463-67-7,2009-09-02,2009-09-02,
381,Cocamide diethanolamine,162,68603-42-9,2009-09-02,2009-09-03,2009-09-03
458,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,,2009-09-03,2009-09-30,2009-09-30
2317,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",773,,2009-09-30,2009-09-30,
382,Cocamide diethanolamine,162,68603-42-9,2009-09-02,2009-09-03,2009-09-03
429,Lauramide diethanolamine,964,120-40-1,2009-09-03,2013-09-16,2009-11-23
383,Coffee,732,,2009-09-02,2013-09-17,2013-09-16
436,Titanium dioxide,656,13463-67-7,2009-09-03,2013-12-05,2103-12-05
